theory,global_attribute_on_unnamed_lemma,use_apply,use_by,counter_example_finder,bad_style_command,lemma_transforming_attribute,auto_structural_composition,force_failure,low_level_apply_chain,unfinished_proof,global_attribute_changes,complex_isar_initial_method,diagnostic_command,simplifier_isar_initial_method,short_name,implicit_rule,unrestricted_auto,use_isar,proof_finder,smt_oracle,axiomatization_with_where,complex_method,apply_isar_switch,tactic_proofs,axiomatization_with_where
Parity_Game.WinningStrategy,0,28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Partial_Function_MR.Partial_Function_MR,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Partial_Function_MR.Partial_Function_MR_Examples,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Partial_Order_Reduction.Ample_Abstract,0,276,0,0,0,0,0,47,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Partial_Order_Reduction.Ample_Analysis,0,34,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Partial_Order_Reduction.Ample_Correctness,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Partial_Order_Reduction.Basic_Extensions,0,63,0,0,0,0,0,21,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Partial_Order_Reduction.CCPO_Extensions,0,38,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
Partial_Order_Reduction.Coinductive_List_Extensions,0,263,0,0,0,0,0,69,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
Partial_Order_Reduction.ENat_Extensions,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Partial_Order_Reduction.ESet_Extensions,0,195,0,0,0,0,0,69,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Partial_Order_Reduction.Formula,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Partial_Order_Reduction.Functions,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Partial_Order_Reduction.LList_Prefixes,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Partial_Order_Reduction.List_Extensions,0,26,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Partial_Order_Reduction.List_Prefixes,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Partial_Order_Reduction.Relation_Extensions,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Partial_Order_Reduction.Set_Extensions,0,88,0,0,0,0,0,19,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Partial_Order_Reduction.Stuttering,0,107,0,0,0,0,0,33,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
Partial_Order_Reduction.Traces,0,367,0,0,0,0,0,82,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
Partial_Order_Reduction.Transition_System_Extensions,0,37,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Partial_Order_Reduction.Transition_System_Interpreted_Traces,0,78,0,0,0,0,0,17,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
Partial_Order_Reduction.Transition_System_Traces,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Partial_Order_Reduction.Word_Prefixes,0,92,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Password_Authentication_Protocol.Propaedeutics,0,19,1,0,0,1,0,142,0,0,0,0,0,1,0,0,0,793,0,0,0,0,1,19,0
Password_Authentication_Protocol.Protocol,0,922,0,0,0,39,0,372,0,0,1,43,0,83,0,0,0,104,0,0,0,46,6,151,0
Pell.Efficient_Discrete_Sqrt,0,60,0,0,0,0,0,22,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Pell.Pell,0,340,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pell.Pell_Algorithm,0,47,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pell.Pell_Algorithm_Test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perfect-Number-Thm.Perfect,0,38,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Perfect-Number-Thm.PerfectBasics,0,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perfect-Number-Thm.Sigma,0,36,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Perron_Frobenius.Bij_Nat,0,28,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Perron_Frobenius.Cancel_Card_Constraint,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perron_Frobenius.Check_Matrix_Growth,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perron_Frobenius.HMA_Connect,2,138,0,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Perron_Frobenius.Hom_Gauss_Jordan,0,30,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perron_Frobenius.Perron_Frobenius,0,79,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perron_Frobenius.Perron_Frobenius_Aux,0,91,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
Perron_Frobenius.Perron_Frobenius_General,0,171,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Perron_Frobenius.Perron_Frobenius_Irreducible,0,417,0,0,0,0,0,92,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0
Perron_Frobenius.Roots_Unity,0,174,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Perron_Frobenius.Spectral_Radius_Largest_Jordan_Block,0,293,0,0,0,0,0,30,0,0,0,3,0,0,10,0,0,0,0,0,0,7,0,0,0
Perron_Frobenius.Spectral_Radius_Theory,0,51,0,0,0,0,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Perron_Frobenius.Spectral_Radius_Theory_2,0,45,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physical_Quantities.BIS,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physical_Quantities.CGS,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physical_Quantities.Enum_extra,0,13,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0
Physical_Quantities.Groups_mult,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physical_Quantities.ISQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physical_Quantities.ISQ_Algebra,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physical_Quantities.ISQ_Conversion,0,34,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Physical_Quantities.ISQ_Dimensions,0,35,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0
Physical_Quantities.ISQ_Proof,0,21,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Physical_Quantities.ISQ_Quantities,0,56,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0
Physical_Quantities.ISQ_Units,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physical_Quantities.Power_int,0,10,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Physical_Quantities.SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physical_Quantities.SI_Accepted,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physical_Quantities.SI_Astronomical,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physical_Quantities.SI_Constants,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physical_Quantities.SI_Derived,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physical_Quantities.SI_Imperial,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physical_Quantities.SI_Prefix,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physical_Quantities.SI_Pretty,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Physical_Quantities.SI_Units,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pi_Calculus.Agent,0,44,1,0,0,1,0,18,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,2,0
Pi_Calculus.Early_Semantics,0,273,0,0,0,0,0,111,0,0,0,0,0,4,0,0,0,22,0,0,0,0,0,1,0
Pi_Calculus.Early_Tau_Chain,0,67,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pi_Calculus.Late_Semantics,0,292,1,0,0,0,0,113,0,0,0,0,0,1,0,0,0,27,0,0,0,0,0,7,0
Pi_Calculus.Late_Semantics1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pi_Calculus.Late_Tau_Chain,0,67,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pi_Calculus.Rel,0,26,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,2,0
Pi_Calculus.Strong_Early_Bisim,0,23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Pi_Calculus.Strong_Early_Bisim_Pres,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pi_Calculus.Strong_Early_Bisim_SC,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pi_Calculus.Strong_Early_Bisim_Subst,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pi_Calculus.Strong_Early_Bisim_Subst_Pres,0,24,0,0,0,0,0,6,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0
Pi_Calculus.Strong_Early_Late_Comp,0,278,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pi_Calculus.Strong_Early_Sim,0,52,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pi_Calculus.Strong_Early_Sim_Pres,0,264,0,0,0,0,0,34,0,0,0,0,0,10,0,0,1,3,0,0,0,0,0,1,0
Pi_Calculus.Strong_Late_Axiomatisation,0,863,0,0,0,0,0,253,0,0,0,0,0,1,0,0,12,106,0,0,0,0,1,46,0
Pi_Calculus.Strong_Late_Bisim,0,53,2,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,1,0
Pi_Calculus.Strong_Late_Bisim_Pres,0,50,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pi_Calculus.Strong_Late_Bisim_SC,0,119,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Pi_Calculus.Strong_Late_Bisim_Subst,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pi_Calculus.Strong_Late_Bisim_Subst_Pres,0,24,0,0,0,0,0,6,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0
Pi_Calculus.Strong_Late_Bisim_Subst_SC,0,76,0,0,0,0,0,35,0,0,0,0,0,9,0,0,0,18,0,0,0,0,0,2,0
Pi_Calculus.Strong_Late_Expansion_Law,0,384,0,0,0,0,0,140,0,0,0,0,0,4,0,0,21,80,0,0,0,0,0,12,0
Pi_Calculus.Strong_Late_Sim,0,64,0,0,0,0,0,13,0,0,0,0,0,1,0,0,1,12,0,0,0,0,0,4,0
Pi_Calculus.Strong_Late_Sim_Pres,0,286,0,0,0,0,0,54,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0
Pi_Calculus.Strong_Late_Sim_SC,0,397,0,0,0,0,0,77,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,33,0
Pi_Calculus.Weak_Early_Bisim,0,63,0,0,0,0,0,5,0,0,0,0,0,3,0,0,4,13,0,0,0,0,0,4,0
Pi_Calculus.Weak_Early_Bisim_Pres,0,84,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,5,0
Pi_Calculus.Weak_Early_Bisim_SC,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pi_Calculus.Weak_Early_Bisim_Subst,0,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pi_Calculus.Weak_Early_Cong,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Pi_Calculus.Weak_Early_Cong_Pres,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pi_Calculus.Weak_Early_Cong_Subst,0,16,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
Pi_Calculus.Weak_Early_Cong_Subst_Pres,0,24,0,0,0,0,0,6,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0
Pi_Calculus.Weak_Early_Semantics,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
Pi_Calculus.Weak_Early_Sim,0,92,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pi_Calculus.Weak_Early_Sim_Pres,0,266,0,0,0,0,0,31,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,2,0
Pi_Calculus.Weak_Early_Step_Semantics,0,210,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,6,0
Pi_Calculus.Weak_Early_Step_Sim,0,84,0,0,0,0,0,14,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0
Pi_Calculus.Weak_Early_Step_Sim_Pres,0,256,0,0,0,0,0,32,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,1,0
Pi_Calculus.Weak_Late_Bisim,0,45,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
Pi_Calculus.Weak_Late_Bisim_Pres,0,78,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,4,0
Pi_Calculus.Weak_Late_Bisim_SC,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pi_Calculus.Weak_Late_Bisim_Subst,0,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Pi_Calculus.Weak_Late_Cong,0,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
Pi_Calculus.Weak_Late_Cong_Pres,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,3,0
Pi_Calculus.Weak_Late_Cong_Subst,0,18,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0
Pi_Calculus.Weak_Late_Cong_Subst_SC,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pi_Calculus.Weak_Late_Semantics,0,34,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Pi_Calculus.Weak_Late_Sim,0,198,0,0,0,0,0,33,0,0,0,0,0,5,0,0,1,8,0,0,0,0,0,1,0
Pi_Calculus.Weak_Late_Sim_Pres,0,350,0,0,0,0,0,50,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0
Pi_Calculus.Weak_Late_Step_Semantics,0,288,0,0,0,0,0,41,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,5,0
Pi_Calculus.Weak_Late_Step_Sim,0,165,0,0,0,0,0,29,0,0,0,0,0,6,0,0,2,12,0,0,0,0,0,1,0
Pi_Calculus.Weak_Late_Step_Sim_Pres,0,364,0,0,0,0,0,40,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Pi_Transcendental.Pi_Transcendental,0,150,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pi_Transcendental.Pi_Transcendental_Polynomial_Library,0,102,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planarity_Certificates.AutoCorres_Misc,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planarity_Certificates.Check_Non_Planarity_Impl,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planarity_Certificates.Check_Non_Planarity_Verification,0,313,1,0,0,0,3,32,0,0,0,0,0,0,0,0,4,95,0,0,0,0,0,1,0
Planarity_Certificates.Check_Planarity_Verification,0,230,0,0,0,0,0,38,0,0,0,0,0,0,0,0,1,16,0,0,0,0,3,0,0
Planarity_Certificates.Digraph_Map_Impl,0,84,0,0,0,0,0,29,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,1,0
Planarity_Certificates.Executable_Permutations,0,227,0,0,0,0,0,55,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,1,0
Planarity_Certificates.Graph_Genus,0,118,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Planarity_Certificates.Kuratowski_Combinatorial,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planarity_Certificates.Lib,0,13,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
Planarity_Certificates.List_Aux,0,16,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planarity_Certificates.NonDetMonad,0,12,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0
Planarity_Certificates.NonDetMonadLemmas,0,33,14,0,0,0,0,23,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,3,0
Planarity_Certificates.OptionMonad,0,48,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Planarity_Certificates.OptionMonadND,0,19,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planarity_Certificates.OptionMonadWP,0,52,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0
Planarity_Certificates.Permutations_2,0,28,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planarity_Certificates.Planar_Complete,0,104,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Planarity_Certificates.Planar_Subdivision,0,114,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Planarity_Certificates.Planar_Subgraph,0,474,0,0,0,0,0,88,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,4,0
Planarity_Certificates.Planarity_Certificates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planarity_Certificates.Reachablen,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planarity_Certificates.Setup_AutoCorres,0,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planarity_Certificates.Simpl_Anno,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planarity_Certificates.WP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pluennecke_Ruzsa_Inequality.Pluennecke_Ruzsa_Inequality,0,168,1,0,0,0,1,37,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0
Poincare_Bendixson.Affine_Arithmetic_Misc,0,19,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,34,0,0,0,0,0,0,0
Poincare_Bendixson.Analysis_Misc,0,208,4,0,0,0,0,30,0,0,0,0,1,0,0,0,22,55,0,0,0,0,3,0,0
Poincare_Bendixson.Examples,0,60,0,0,0,0,0,8,0,0,0,0,0,0,2,0,19,40,0,0,0,0,2,0,0
Poincare_Bendixson.Invariance,0,56,0,0,0,0,0,11,0,0,0,0,0,3,0,0,4,6,0,0,0,0,3,0,0
Poincare_Bendixson.Limit_Set,0,94,0,0,0,0,0,13,0,0,0,0,0,1,0,0,5,15,0,0,0,0,1,0,0
Poincare_Bendixson.ODE_Misc,0,229,0,0,0,0,0,34,0,0,0,0,0,0,0,1,11,47,0,0,0,0,0,0,0
Poincare_Bendixson.Periodic_Orbit,0,122,0,0,0,0,0,20,0,0,0,0,0,2,0,0,7,11,0,0,0,0,3,0,0
Poincare_Bendixson.Poincare_Bendixson,0,706,1,0,0,0,0,117,0,0,0,0,0,4,0,0,25,106,0,0,0,0,2,0,0
Poincare_Disc.Hyperbolic_Functions,0,20,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
Poincare_Disc.Poincare,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0
Poincare_Disc.Poincare_Between,0,192,0,0,0,0,0,57,0,0,0,0,0,0,0,0,1,12,0,0,0,1,0,3,0
Poincare_Disc.Poincare_Circles,0,112,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0
Poincare_Disc.Poincare_Distance,0,282,0,0,0,0,0,102,0,0,0,0,1,1,0,0,2,23,0,0,0,1,0,0,0
Poincare_Disc.Poincare_Lines,0,260,0,0,0,0,0,93,0,0,0,0,0,1,0,0,1,30,0,0,0,1,3,18,0
Poincare_Disc.Poincare_Lines_Axis_Intersections,0,215,0,0,0,0,0,81,0,0,0,1,0,2,0,0,2,24,0,0,0,3,0,5,0
Poincare_Disc.Poincare_Lines_Ideal_Points,0,103,0,0,0,0,0,59,0,0,0,0,0,2,0,0,0,38,0,0,0,0,2,11,0
Poincare_Disc.Poincare_Perpendicular,0,97,0,0,0,0,0,30,0,0,0,0,0,1,0,0,1,10,0,0,0,0,0,4,0
Poincare_Disc.Poincare_Tarski,0,514,0,0,0,0,0,159,0,0,0,1,0,0,0,1,1,62,0,0,0,2,3,28,0
Poincare_Disc.Tarski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polynomial_Factorization.Dvd_Int_Poly,0,76,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Polynomial_Factorization.Explicit_Roots,0,26,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polynomial_Factorization.Fundamental_Theorem_Algebra_Factorized,0,28,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polynomial_Factorization.Gauss_Lemma,0,155,0,0,0,0,0,25,0,0,0,0,0,0,0,0,1,5,0,0,0,2,0,0,0
Polynomial_Factorization.Gcd_Rat_Poly,0,26,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polynomial_Factorization.Kronecker_Factorization,0,118,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Polynomial_Factorization.Missing_List,1,380,0,0,0,0,0,130,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,1,0
Polynomial_Factorization.Missing_Multiset,0,23,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polynomial_Factorization.Missing_Polynomial_Factorial,0,97,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polynomial_Factorization.Order_Polynomial,0,47,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polynomial_Factorization.Polynomial_Divisibility,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polynomial_Factorization.Precomputation,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polynomial_Factorization.Prime_Factorization,0,248,0,0,0,0,0,31,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0
Polynomial_Factorization.Rational_Factorization,0,115,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Polynomial_Factorization.Rational_Root_Test,0,45,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polynomial_Factorization.Square_Free_Factorization,0,388,0,0,0,0,0,59,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0
Polynomial_Interpolation.Divmod_Int,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polynomial_Interpolation.Improved_Code_Equations,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polynomial_Interpolation.Is_Rat_To_Rat,0,25,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Polynomial_Interpolation.Lagrange_Interpolation,0,20,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Polynomial_Interpolation.Missing_Polynomial,0,340,1,0,0,0,0,94,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0
Polynomial_Interpolation.Missing_Unsorted,0,181,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polynomial_Interpolation.Neville_Aitken_Interpolation,0,42,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polynomial_Interpolation.Newton_Interpolation,1,209,0,0,0,0,0,87,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Polynomial_Interpolation.Polynomial_Interpolation,0,43,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Polynomial_Interpolation.Ring_Hom,0,79,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polynomial_Interpolation.Ring_Hom_Poly,0,71,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
